time,open,high,low,close,month,year,morning_star_1,morning_star_3
2018-10-26,2668.23,2674.48,2641.82,2657.51,10,2018,False,False
2018-10-26,2657.46,2672.11,2647.38,2658.69,10,2018,False,False
2018-10-29,2682.65,2706.85,2682.65,2702.37,10,2018,False,True
2018-10-30,2662.72,2663.86,2644.18,2646.12,10,2018,False,False
2018-10-30,2645.99,2659.67,2640.54,2650.7,10,2018,False,False
2018-10-30,2650.93,2678.08,2647.61,2675.35,10,2018,False,True
2018-11-05,2740.68,2744.27,2733.71,2737.33,11,2018,False,False
2018-11-05,2737.35,2740.48,2734.55,2738.31,11,2018,False,False
2018-11-06,2738.4,2752.07,2737.08,2747.44,11,2018,False,True
2018-11-14,2716.08,2716.08,2697.91,2703.92,11,2018,False,False
2018-11-14,2703.85,2706.7,2685.75,2699.22,11,2018,False,False
2018-11-14,2699.17,2722.05,2696.16,2715.76,11,2018,True,False
2018-11-19,2691.81,2697.03,2685.97,2688.1,11,2018,False,False
2018-11-19,2688.16,2697.06,2681.09,2688.04,11,2018,False,False
2018-11-19,2688.02,2701.96,2683.65,2695.61,11,2018,False,True
2018-11-20,2654.6,2659.69,2632.51,2649.3,11,2018,False,False
2018-11-20,2649.53,2667.44,2646.8,2651.14,11,2018,False,False
2018-11-20,2651.17,2669.44,2648.47,2661.65,11,2018,False,True
2018-11-23,2639.51,2642.11,2632.03,2632.56,11,2018,False,False
2018-11-23,2632.56,2632.56,2632.56,2632.56,11,2018,False,False
2018-11-26,2659.65,2670.22,2658.33,2669.15,11,2018,False,True
2018-11-26,2659.47,2661.59,2652.86,2659.61,11,2018,False,False
2018-11-26,2649.97,2671.64,2649.97,2666.46,11,2018,False,True
2018-11-26,2665.98,2666.85,2658.4,2659.46,11,2018,False,False
2018-12-24,2369.98,2375.15,2351.1,2351.1,12,2018,False,False
2018-12-26,2363.12,2386.48,2349.33,2359.81,12,2018,False,False
2018-12-26,2359.82,2374.18,2346.58,2373.07,12,2018,False,True
2019-01-03,2469.41,2472.83,2449.14,2452.85,1,2019,False,False
2019-01-03,2453.0,2460.87,2443.96,2447.89,1,2019,False,False
2019-01-04,2474.33,2516.28,2474.33,2516.28,1,2019,False,True
2019-01-16,2620.83,2622.44,2614.11,2618.72,1,2019,False,False
2019-01-16,2618.74,2620.94,2615.9,2619.37,1,2019,False,False
2019-01-16,2619.37,2623.69,2618.72,2623.29,1,2019,False,True
2019-01-18,2668.47,2670.95,2665.06,2666.06,1,2019,False,False
2019-01-18,2665.9,2667.82,2661.93,2665.86,1,2019,False,False
2019-01-18,2665.91,2673.74,2663.37,2670.71,1,2019,False,True
2019-01-22,2625.77,2634.17,2618.23,2632.9,1,2019,False,True
2019-01-22,2628.19,2632.36,2624.53,2624.64,1,2019,False,False
2019-01-22,2624.65,2626.37,2617.27,2625.76,1,2019,False,False
2019-02-26,2795.06,2803.12,2795.06,2799.67,2,2019,False,True
2019-02-26,2795.34,2796.97,2793.47,2795.06,2,2019,False,False
2019-02-26,2796.56,2797.0,2792.98,2795.38,2,2019,False,False
2019-03-12,2791.69,2795.34,2789.03,2791.52,3,2019,False,False
2019-03-12,2794.37,2795.84,2787.84,2791.69,3,2019,False,False
2019-03-13,2799.78,2809.06,2799.78,2806.49,3,2019,False,True
2019-03-22,2811.76,2811.85,2800.47,2800.71,3,2019,False,False
2019-03-25,2791.52,2809.79,2790.78,2809.41,3,2019,True,False
2019-03-25,2796.01,2807.76,2785.34,2791.5,3,2019,False,False
2019-03-26,2813.56,2813.62,2805.71,2806.28,3,2019,False,False
2019-03-26,2806.19,2814.07,2803.99,2808.4,3,2019,False,False
2019-03-26,2808.49,2818.84,2807.03,2818.46,3,2019,False,True
2019-04-18,2896.68,2905.43,2896.68,2904.99,4,2019,False,True
2019-04-18,2904.81,2906.0,2893.69,2894.89,4,2019,False,False
2019-04-18,2894.9,2901.17,2891.9,2896.69,4,2019,False,False
2019-04-25,2930.87,2932.66,2926.06,2926.17,4,2019,False,False
2019-04-26,2925.81,2927.18,2917.56,2926.26,4,2019,False,False
2019-04-26,2926.25,2931.35,2923.68,2931.29,4,2019,False,True
2019-05-01,2949.22,2954.13,2944.45,2946.44,5,2019,False,False
2019-05-01,2946.46,2948.9,2941.67,2946.32,5,2019,False,False
2019-05-01,2946.29,2954.01,2945.52,2951.27,5,2019,False,True
2019-05-07,2870.83,2885.8,2862.6,2884.05,5,2019,False,True
2019-05-07,2871.65,2877.66,2867.03,2870.88,5,2019,False,False
2019-05-07,2875.29,2880.38,2871.27,2871.59,5,2019,False,False
2019-05-09,2838.28,2858.07,2838.28,2856.02,5,2019,True,True
2019-05-09,2855.61,2857.88,2836.95,2840.54,5,2019,False,False
2019-05-09,2840.48,2847.41,2836.4,2838.23,5,2019,False,False
2019-05-13,2817.35,2823.83,2809.22,2810.42,5,2019,False,False
2019-05-13,2810.21,2814.47,2804.09,2811.87,5,2019,False,False
2019-05-14,2820.12,2837.39,2820.12,2836.49,5,2019,False,True
2019-06-13,2886.4,2894.25,2885.91,2891.73,6,2019,True,True
2019-06-13,2890.39,2891.86,2881.99,2887.22,6,2019,False,False
2019-06-13,2887.2,2890.71,2885.44,2886.42,6,2019,False,False
2019-06-14,2885.54,2887.52,2881.94,2883.75,6,2019,False,False
2019-06-14,2883.74,2885.34,2883.55,2884.09,6,2019,False,False
2019-06-14,2884.11,2887.16,2882.69,2886.56,6,2019,False,True
2019-06-26,2919.09,2919.19,2912.99,2916.12,6,2019,False,False
2019-06-26,2916.11,2919.74,2913.64,2913.78,6,2019,False,False
2019-06-27,2919.66,2928.47,2919.66,2925.1,6,2019,True,False
2019-07-15,3009.99,3014.19,3009.62,3012.83,7,2019,False,True
2019-07-15,3012.25,3012.33,3009.64,3010.25,7,2019,False,False
2019-07-15,3010.24,3010.55,3008.77,3010.01,7,2019,False,False
2019-07-25,3006.83,3007.26,2999.45,3004.08,7,2019,False,False
2019-07-25,3004.09,3006.74,3000.84,3003.67,7,2019,False,False
2019-07-26,3013.25,3019.57,3012.59,3017.03,7,2019,False,True
2019-08-06,2854.26,2867.77,2852.9,2865.66,8,2019,False,True
2019-08-06,2854.92,2863.56,2847.71,2854.3,8,2019,False,False
2019-08-06,2858.09,2868.86,2847.42,2854.87,8,2019,False,False
2019-08-09,2902.07,2908.64,2900.15,2903.39,8,2019,False,False
2019-08-09,2913.91,2918.48,2902.02,2902.02,8,2019,False,False
2019-08-09,2903.39,2923.82,2902.3,2922.83,8,2019,False,True
2019-08-28,2884.96,2887.63,2882.95,2883.39,8,2019,False,False
2019-08-28,2883.75,2886.82,2882.66,2884.99,8,2019,False,True
2019-08-28,2883.4,2886.84,2879.91,2883.75,8,2019,False,False
2019-09-10,2969.15,2972.64,2964.84,2965.02,9,2019,False,False
2019-09-10,2965.73,2979.39,2965.49,2979.39,9,2019,False,True
2019-09-10,2965.01,2967.1,2962.42,2965.72,9,2019,False,False
2019-10-14,2968.49,2972.11,2966.69,2967.39,10,2019,False,False
2019-10-14,2967.42,2969.32,2966.61,2967.61,10,2019,False,False
2019-10-14,2967.6,2971.49,2965.55,2970.22,10,2019,False,True
2019-11-22,3111.41,3112.87,3105.73,3105.73,11,2019,False,False
2019-11-22,3103.49,3108.16,3102.94,3107.8,11,2019,True,False
2019-11-22,3105.71,3106.09,3099.26,3103.47,11,2019,False,False
2020-01-08,3259.13,3259.74,3255.68,3257.5,1,2020,False,False
2020-01-08,3257.52,3259.2,3255.2,3258.05,1,2020,False,False
2020-01-08,3258.03,3267.07,3257.17,3266.52,1,2020,False,True
2020-01-09,3270.7,3274.57,3268.39,3269.19,1,2020,False,False
2020-01-09,3269.4,3272.45,3268.49,3272.11,1,2020,False,True
2020-01-09,3269.18,3269.78,3263.67,3269.38,1,2020,False,False
2020-01-10,3272.4,3272.52,3266.07,3267.76,1,2020,False,False
2020-01-10,3267.57,3267.57,3260.86,3265.35,1,2020,False,False
2020-01-13,3271.13,3275.83,3268.43,3274.58,1,2020,True,False
2020-01-22,3325.64,3331.56,3325.52,3331.22,1,2020,True,False
2020-01-22,3335.45,3337.77,3326.87,3328.22,1,2020,False,False
2020-01-22,3328.15,3330.58,3324.74,3325.64,1,2020,False,False
2020-02-03,3249.05,3253.75,3247.36,3249.69,2,2020,False,False
2020-02-03,3249.71,3256.33,3246.91,3256.33,2,2020,False,True
2020-02-03,3252.61,3256.0,3247.65,3248.99,2,2020,False,False
2020-02-11,3360.76,3363.89,3352.72,3357.95,2,2020,False,False
2020-02-11,3358.04,3360.94,3355.41,3357.75,2,2020,False,False
2020-02-12,3370.5,3377.83,3369.72,3373.08,2,2020,False,True
2020-02-24,3227.43,3239.09,3222.84,3237.85,2,2020,True,False
2020-02-24,3228.35,3235.89,3214.65,3227.48,2,2020,False,False
2020-02-24,3244.88,3246.86,3225.59,3228.41,2,2020,False,False
2020-03-02,3023.9,3039.58,3008.67,3012.86,3,2020,False,False
2020-03-02,3012.98,3033.49,3008.68,3015.36,3,2020,False,False
2020-03-02,3015.36,3035.84,2990.76,3033.37,3,2020,False,True
2020-03-03,3055.82,3066.41,3014.06,3025.89,3,2020,False,False
2020-03-03,3003.49,3041.76,2984.81,3040.23,3,2020,True,False
2020-03-03,3025.8,3033.72,2976.63,3003.43,3,2020,False,False
2020-03-06,2920.99,2985.93,2916.97,2972.37,3,2020,True,False
2020-03-06,2933.27,2935.28,2901.54,2920.96,3,2020,False,False
2020-03-06,2954.63,2958.97,2924.87,2933.31,3,2020,False,False
2020-03-13,2523.27,2533.44,2492.37,2518.57,3,2020,False,False
2020-03-13,2588.8,2592.89,2524.21,2524.21,3,2020,False,False
2020-03-13,2518.23,2583.5,2517.31,2583.21,3,2020,True,False
2020-03-16,2455.13,2455.44,2380.94,2386.13,3,2020,False,False
2020-03-17,2425.66,2463.54,2367.04,2434.62,3,2020,False,False
2020-03-17,2434.28,2499.07,2418.14,2483.13,3,2020,False,True
2020-05-20,2970.28,2972.24,2961.73,2963.46,5,2020,False,False
2020-05-20,2963.48,2970.5,2960.24,2964.47,5,2020,False,False
2020-05-20,2964.28,2975.63,2963.33,2972.76,5,2020,False,True
2020-06-03,3115.63,3121.17,3112.06,3119.97,6,2020,False,True
2020-06-03,3116.42,3119.95,3112.03,3115.19,6,2020,False,False
2020-06-03,3115.25,3116.76,3111.54,3115.63,6,2020,False,False
2020-06-05,3200.06,3200.2,3183.36,3193.93,6,2020,False,False
2020-06-08,3199.92,3211.31,3196.55,3198.57,6,2020,False,False
2020-06-08,3198.42,3212.74,3196.0,3210.92,6,2020,False,True
2020-08-27,3492.48,3501.38,3485.19,3485.24,8,2020,False,False
2020-08-27,3485.27,3488.07,3468.35,3485.29,8,2020,False,False
2020-08-27,3485.27,3496.27,3478.87,3496.24,8,2020,False,True
2020-09-21,3285.57,3285.57,3236.29,3238.6,9,2020,False,False
2020-09-21,3236.54,3257.26,3230.86,3254.21,9,2020,True,False
2020-09-21,3238.35,3249.5,3229.1,3236.78,9,2020,False,False
2020-10-01,3379.13,3382.46,3361.39,3373.41,10,2020,False,False
2020-10-01,3371.65,3381.92,3369.34,3380.8,10,2020,False,True
2020-10-01,3373.46,3384.51,3370.23,3371.64,10,2020,False,False
2020-10-06,3405.82,3419.61,3404.26,3415.35,10,2020,False,True
2020-10-06,3413.28,3415.76,3400.13,3404.19,10,2020,False,False
2020-10-06,3404.04,3408.06,3397.07,3405.77,10,2020,False,False
2020-10-19,3428.44,3435.73,3419.93,3426.92,10,2020,False,False
2020-10-19,3459.16,3459.16,3421.84,3428.47,10,2020,False,False
2020-10-20,3439.38,3461.04,3439.38,3451.79,10,2020,True,False
2020-10-20,3464.31,3467.58,3436.45,3451.64,10,2020,False,False
2020-10-20,3451.41,3457.22,3440.99,3443.12,10,2020,False,False
2020-10-21,3439.91,3464.86,3439.89,3459.05,10,2020,True,False
2020-10-30,3293.59,3304.93,3257.56,3260.13,10,2020,False,False
2020-10-30,3260.09,3263.55,3240.21,3249.76,10,2020,False,False
2020-10-30,3249.61,3274.1,3243.1,3272.38,10,2020,True,False
2020-10-30,3245.43,3272.09,3237.22,3269.96,10,2020,False,True
2020-10-30,3245.39,3253.06,3233.94,3245.7,10,2020,False,False
2020-10-30,3255.15,3262.89,3240.76,3245.4,10,2020,False,False
2020-11-04,3445.26,3453.07,3440.22,3443.44,11,2020,False,False
2020-11-04,3466.56,3468.14,3445.0,3445.17,11,2020,False,False
2020-11-05,3485.74,3529.05,3485.74,3517.02,11,2020,False,True
2020-11-10,3548.79,3553.05,3532.52,3534.5,11,2020,False,False
2020-11-10,3538.45,3553.25,3537.9,3552.22,11,2020,False,True
2020-11-10,3534.5,3551.12,3528.23,3538.54,11,2020,False,False
2020-12-30,3733.66,3734.58,3730.21,3731.97,12,2020,False,False
2020-12-30,3732.01,3738.38,3731.12,3732.03,12,2020,False,False
2020-12-31,3732.53,3736.25,3727.18,3733.78,12,2020,False,True
2021-01-05,3734.77,3737.83,3724.08,3724.24,1,2021,False,False
2021-01-05,3724.25,3733.01,3722.49,3726.85,1,2021,False,False
2021-01-06,3712.2,3752.75,3705.34,3751.12,1,2021,False,True
2021-01-13,3819.99,3820.61,3809.39,3809.82,1,2021,False,False
2021-01-13,3809.86,3815.68,3808.83,3809.83,1,2021,False,False
2021-01-14,3814.98,3823.6,3814.29,3822.05,1,2021,False,True
2021-01-27,3746.19,3756.21,3732.48,3750.76,1,2021,False,False
2021-01-27,3771.69,3772.43,3743.37,3745.83,1,2021,False,False
2021-01-28,3755.75,3812.16,3755.75,3801.39,1,2021,False,True
2021-02-08,3903.06,3903.38,3898.51,3900.54,2,2021,False,False
2021-02-08,3900.54,3903.13,3896.36,3900.36,2,2021,False,False
2021-02-08,3900.36,3905.59,3898.77,3905.4,2,2021,False,True
2021-02-10,3903.66,3910.64,3884.94,3902.74,2,2021,False,False
2021-02-10,3902.68,3909.51,3896.53,3902.8,2,2021,False,False
2021-02-10,3902.82,3908.73,3899.9,3908.38,2,2021,False,True
2021-02-12,3921.36,3921.59,3914.02,3918.42,2,2021,False,False
2021-02-12,3918.35,3920.66,3914.48,3917.77,2,2021,False,False
2021-02-12,3917.77,3922.9,3915.63,3922.74,2,2021,False,True
2021-02-17,3918.5,3924.21,3900.43,3912.46,2,2021,False,False
2021-02-17,3912.39,3920.89,3903.46,3908.76,2,2021,False,False
2021-02-17,3908.79,3916.35,3902.94,3916.24,2,2021,True,False
2021-02-25,3890.74,3891.02,3859.05,3860.43,2,2021,False,False
2021-02-25,3860.31,3860.31,3824.53,3851.63,2,2021,False,False
2021-02-25,3851.67,3872.36,3840.84,3870.95,2,2021,True,False
2021-03-03,3835.14,3841.88,3818.86,3819.71,3,2021,False,False
2021-03-04,3818.53,3838.62,3790.08,3808.03,3,2021,False,False
2021-03-04,3807.77,3832.74,3805.17,3824.59,3,2021,True,False
2021-03-19,3911.74,3916.33,3886.75,3903.04,3,2021,False,False
2021-03-19,3904.6,3924.41,3903.04,3921.32,3,2021,False,True
2021-03-19,3903.04,3915.11,3893.22,3904.57,3,2021,False,False
2021-04-13,4132.75,4139.8,4132.58,4139.69,4,2021,False,True
2021-04-13,4132.75,4134.08,4128.98,4132.72,4,2021,False,False
2021-04-13,4133.18,4134.98,4130.41,4132.76,4,2021,False,False
2021-04-22,4133.49,4142.18,4132.59,4134.97,4,2021,False,False
2021-04-22,4142.48,4145.99,4129.98,4132.57,4,2021,False,False
2021-04-23,4138.78,4156.38,4138.78,4154.84,4,2021,False,True
2021-05-12,4076.33,4091.27,4063.27,4066.15,5,2021,False,False
2021-05-12,4066.25,4074.66,4056.88,4063.03,5,2021,False,False
2021-05-13,4074.99,4122.96,4074.99,4120.08,5,2021,False,True
2021-05-26,4197.25,4197.86,4193.04,4195.93,5,2021,False,False
2021-05-26,4195.93,4197.46,4192.13,4195.98,5,2021,False,False
2021-05-27,4201.94,4212.82,4201.94,4209.22,5,2021,False,True
2021-06-02,4203.5,4205.39,4198.27,4202.94,6,2021,False,False
2021-06-02,4202.91,4205.5,4201.75,4202.93,6,2021,False,False
2021-06-02,4202.89,4209.06,4201.31,4208.11,6,2021,False,True
2021-06-10,4235.97,4239.77,4233.18,4236.59,6,2021,False,False
2021-06-10,4236.69,4244.61,4236.69,4241.39,6,2021,False,True
2021-06-10,4241.31,4242.64,4220.34,4236.0,6,2021,False,False
2021-06-24,4265.89,4268.99,4264.41,4266.48,6,2021,False,False
2021-06-24,4270.16,4271.28,4265.35,4265.9,6,2021,False,False
2021-06-25,4276.28,4280.55,4271.15,4279.63,6,2021,False,True
2021-08-03,4392.74,4398.08,4373.0,4389.97,8,2021,False,False
2021-08-03,4389.81,4392.76,4382.12,4389.17,8,2021,False,False
2021-08-03,4389.17,4410.08,4389.1,4404.33,8,2021,False,True
2021-08-04,4409.52,4412.53,4403.14,4404.32,8,2021,False,False
2021-08-04,4404.41,4408.95,4400.23,4405.08,8,2021,False,False
2021-08-04,4405.12,4412.96,4404.01,4410.58,8,2021,False,True
2021-08-09,4436.86,4438.36,4432.62,4433.89,8,2021,False,False
2021-08-09,4433.87,4436.96,4430.74,4432.34,8,2021,False,False
2021-08-10,4437.03,4445.21,4433.9,4441.43,8,2021,True,False
2021-08-24,4492.12,4492.12,4484.59,4486.22,8,2021,False,False
2021-08-25,4490.4,4495.91,4488.69,4495.91,8,2021,False,True
2021-08-25,4490.45,4492.74,4485.66,4490.36,8,2021,False,False
2021-09-01,4528.67,4533.04,4527.59,4529.38,9,2021,False,False
2021-09-01,4531.52,4532.28,4524.45,4528.55,9,2021,False,False
2021-09-01,4529.39,4533.64,4528.77,4532.83,9,2021,False,True
2021-09-02,4526.65,4533.99,4525.44,4528.52,9,2021,False,False
2021-09-02,4528.61,4537.21,4526.87,4536.94,9,2021,False,True
2021-09-02,4532.89,4545.85,4524.66,4526.66,9,2021,False,False
2021-09-29,4373.57,4375.35,4358.42,4361.62,9,2021,False,False
2021-09-29,4361.48,4369.16,4359.82,4362.9,9,2021,False,False
2021-09-29,4362.72,4381.55,4355.08,4377.88,9,2021,False,True
2021-10-06,4320.53,4328.61,4309.54,4310.32,10,2021,False,False
2021-10-06,4310.44,4326.01,4306.11,4310.27,10,2021,False,False
2021-10-06,4310.26,4326.71,4307.49,4326.71,10,2021,False,True
2021-10-25,4571.41,4572.62,4564.65,4567.38,10,2021,False,False
2021-10-25,4567.47,4567.76,4562.36,4566.49,10,2021,False,False
2021-10-26,4578.69,4598.53,4578.69,4595.65,10,2021,False,True
2021-10-29,4591.91,4608.08,4591.16,4605.39,10,2021,False,True
2021-10-29,4601.42,4601.77,4591.31,4591.31,10,2021,False,False
2021-10-29,4591.34,4596.17,4589.01,4591.91,10,2021,False,False
2021-11-12,4681.97,4682.15,4674.47,4676.69,11,2021,False,False
2021-11-12,4676.72,4680.02,4675.17,4675.45,11,2021,False,False
2021-11-12,4675.63,4682.73,4673.19,4682.69,11,2021,False,True
2021-12-03,4526.05,4526.05,4500.67,4513.7,12,2021,False,False
2021-12-03,4513.48,4521.96,4495.12,4516.79,12,2021,False,False
2021-12-03,4516.57,4541.59,4503.96,4538.44,12,2021,False,True
2021-12-06,4607.05,4609.52,4591.21,4594.85,12,2021,False,False
2021-12-06,4594.89,4599.96,4588.3,4591.68,12,2021,False,False
2021-12-07,4644.94,4686.31,4644.94,4680.71,12,2021,False,True
2022-02-07,4503.95,4507.27,4471.47,4483.88,2,2022,False,False
2022-02-08,4479.84,4486.61,4465.4,4475.09,2,2022,False,False
2022-02-08,4475.18,4505.92,4471.45,4503.06,2,2022,True,False
2022-02-18,4370.62,4381.72,4351.14,4351.59,2,2022,False,False
2022-02-18,4351.58,4362.91,4337.24,4348.88,2,2022,False,False
2022-02-22,4324.81,4362.06,4313.02,4361.98,2,2022,True,False
2022-02-23,4279.1,4309.8,4275.97,4309.19,2,2022,True,False
2022-02-23,4291.14,4302.01,4274.51,4278.89,2,2022,False,False
2022-02-23,4324.93,4341.51,4289.9,4291.91,2,2022,False,False
2022-02-24,4171.81,4189.78,4162.43,4173.43,2,2022,False,False
2022-02-24,4173.41,4220.42,4172.8,4214.88,2,2022,False,True
2022-02-24,4184.73,4195.6,4161.93,4171.78,2,2022,False,False
2022-03-03,4362.07,4397.97,4361.45,4395.01,3,2022,True,True
2022-03-03,4383.34,4386.71,4345.56,4364.84,3,2022,False,False
2022-03-03,4364.71,4379.36,4357.65,4361.97,3,2022,False,False
2022-03-04,4326.85,4330.51,4293.95,4303.44,3,2022,False,False
2022-03-04,4296.01,4323.93,4286.37,4320.71,3,2022,True,False
2022-03-04,4303.32,4310.35,4284.98,4296.58,3,2022,False,False
2022-03-08,4202.66,4215.93,4163.73,4169.77,3,2022,False,False
2022-03-08,4169.75,4201.84,4160.23,4172.6,3,2022,False,False
2022-03-08,4171.58,4249.89,4157.87,4243.55,3,2022,False,True
2022-03-15,4225.11,4236.78,4217.53,4224.3,3,2022,False,False
2022-03-15,4243.78,4246.74,4225.13,4225.2,3,2022,False,False
2022-03-15,4224.31,4263.13,4220.28,4261.04,3,2022,True,True
2022-03-23,4473.28,4475.48,4455.81,4456.23,3,2022,False,False
2022-03-24,4474.99,4485.66,4465.17,4471.42,3,2022,False,False
2022-03-24,4471.07,4498.82,4468.78,4498.3,3,2022,False,True
2022-03-29,4609.38,4615.71,4599.3,4600.71,3,2022,False,False
2022-03-29,4600.71,4604.29,4592.6,4598.61,3,2022,False,False
2022-03-29,4598.63,4615.22,4597.22,4614.96,3,2022,False,True
2022-04-07,4471.72,4480.61,4457.51,4459.24,4,2022,False,False
2022-04-07,4457.84,4481.58,4450.3,4480.04,4,2022,False,True
2022-04-07,4459.69,4465.52,4453.74,4457.84,4,2022,False,False
2022-04-19,4449.45,4450.86,4440.59,4440.66,4,2022,False,False
2022-04-19,4440.64,4451.75,4438.61,4443.36,4,2022,False,False
2022-04-19,4443.35,4466.65,4441.6,4464.44,4,2022,False,True
2022-05-24,3932.56,3940.25,3879.29,3894.46,5,2022,False,False
2022-05-24,3894.08,3894.08,3875.13,3890.33,5,2022,False,False
2022-05-24,3890.27,3930.31,3885.15,3912.33,5,2022,True,False
2022-05-26,4066.19,4067.3,4050.91,4056.82,5,2022,False,False
2022-05-26,4056.59,4075.14,4055.07,4057.85,5,2022,False,False
2022-05-27,4077.43,4127.09,4077.43,4121.13,5,2022,False,True
2022-06-01,4121.53,4127.84,4099.86,4101.24,6,2022,False,False
2022-06-02,4095.41,4108.0,4074.37,4081.66,6,2022,False,False
2022-06-02,4081.72,4122.56,4079.72,4119.29,6,2022,True,False
2022-06-03,4123.52,4123.55,4102.28,4111.87,6,2022,False,False
2022-06-03,4112.03,4114.52,4101.5,4108.55,6,2022,False,False
2022-06-06,4150.23,4168.78,4140.56,4162.85,6,2022,False,True
2022-06-23,3783.79,3786.5,3754.09,3761.35,6,2022,False,False
2022-06-23,3761.31,3762.66,3743.52,3753.26,6,2022,False,False
2022-06-23,3753.14,3769.73,3748.71,3769.12,6,2022,True,False
2022-07-05,3755.88,3774.56,3743.65,3750.15,7,2022,False,False
2022-07-05,3750.25,3783.5,3747.26,3779.31,7,2022,True,True
2022-07-05,3776.42,3776.42,3742.06,3756.04,7,2022,False,False
2022-07-15,3857.45,3859.28,3849.22,3854.18,7,2022,False,False
2022-07-15,3854.15,3859.26,3852.24,3853.25,7,2022,False,False
2022-07-15,3853.13,3863.62,3847.82,3863.17,7,2022,False,True
2022-07-26,3923.251,3934.321,3919.971,3932.959,7,2022,True,False
2022-07-26,3924.811,3925.689,3915.46,3923.259,7,2022,False,False
2022-07-26,3936.211,3941.461,3924.16,3924.921,7,2022,False,False
2022-07-29,4137.421,4140.15,4128.829,4130.289,7,2022,False,False
2022-08-01,4112.38,4138.86,4096.02,4114.739,8,2022,False,False
2022-08-01,4114.891,4144.95,4114.891,4140.259,8,2022,False,True
2022-08-04,4153.449,4157.179,4147.211,4152.729,8,2022,False,False
2022-08-04,4152.741,4160.631,4147.199,4157.079,8,2022,False,True
2022-08-04,4156.621,4156.689,4141.769,4153.909,8,2022,False,False
2022-08-04,4145.951,4153.251,4135.42,4143.839,8,2022,False,False
2022-08-04,4154.85,4161.29,4143.83,4146.179,8,2022,False,False
2022-08-04,4143.891,4156.881,4138.839,4156.589,8,2022,True,True
2022-08-11,4220.89,4221.07,4201.41,4208.28,8,2022,False,False
2022-08-11,4208.34,4212.09,4201.83,4207.28,8,2022,False,False
2022-08-12,4225.02,4237.24,4219.78,4233.14,8,2022,False,True
2022-08-17,4273.1,4274.98,4260.62,4268.91,8,2022,False,False
2022-08-17,4268.97,4272.13,4253.08,4269.02,8,2022,False,False
2022-08-17,4269.05,4276.78,4267.85,4276.47,8,2022,False,True
2022-08-22,4139.21,4143.29,4131.59,4137.56,8,2022,False,False
2022-08-22,4137.56,4141.35,4129.86,4138.0,8,2022,False,False
2022-08-23,4133.63,4159.77,4129.88,4146.71,8,2022,False,True
2022-09-26,3650.56,3665.81,3646.54,3652.97,9,2022,False,False
2022-09-26,3660.88,3672.62,3644.76,3650.56,9,2022,False,False
2022-09-26,3652.79,3676.12,3649.63,3668.57,9,2022,False,True
